Company Name,Industry,Metro Area,Million/Billion,State,% Growth,Rank,Revenue
GRAYBOX,Advertising & Marketing,"Portland, OR",Million,Oregon,10.38,370,2
EMB,Financial Services,Los Angeles,Million,California,10.38,371,3
Edge Home Finance Corporation,Financial Services,Minneapolis,Million,Minnesota,10.3,372,4
MOD Pizza,Food & Beverage,Seattle,Million,Washington,10.29,373,65
Fresh Roasted Coffee,Food & Beverage,"Selinsgrove, PA",Million,Pennsylvania,10.28,374,3
Rain City Capital,Financial Services,Seattle,Million,Washington,10.25,375,6
The Retail Outsource,Retail,Miami,Million,Florida,10.23,376,13
Social123,Software,Atlanta,Million,Georgia,10.14,377,3
Converge Consulting,Education,"Cedar Rapids, IA",Million,Iowa,10.09,378,2
Signal,Software,Chicago,Million,Illinois,10.08,379,29
Green Generation Solutions,Engineering,"Washington, DC",Million,Maryland,10.08,380,11
St. John's Medical,Health,"Jacksonville, FL",Million,Florida,10.08,381,5
MedBridge,Health,Seattle,Million,Washington,10.05,382,6
Payscout,Financial Services,Los Angeles,Million,California,10.05,383,10
Health Catalyst,Health,Salt Lake City,Million,Utah,9.98,384,41
Tredence,Business Products & Services,San Jose,Million,California,9.94,385,4
ArroHealth,Health,New York City,Million,New York,9.9,386,42
Onit,Software,Houston,Million,Texas,9.9,387,3
HealthCare.com,Insurance,Miami,Million,Florida,9.87,388,5
Anteris Management Consulting,Business Products & Services,Atlanta,Million,Georgia,9.79,389,4
ImagineAir,Logistics & Transportation,Atlanta,Million,Georgia,9.79,390,3
TNH ADVANCED SPECIALTY PHARMACY,Health,Los Angeles,Million,California,9.76,391,404
Open Systems Technologies,IT Services,"Washington, DC",Million,Virginia,9.76,392,5
Core and More Technologies,Advertising & Marketing,New York City,Million,New Jersey,9.75,393,2
Perfecta Federal,Government Services,"Washington, DC",Million,Virginia,9.72,394,6
Warrior Media,Consumer Products & Services,"Santa Cruz-Watsonville, CA",Million,California,9.69,395,2
LifeAID Beverage Co.,Food & Beverage,"Santa Cruz-Watsonville, CA",Million,California,9.66,396,4
Healthiest You,Health,Phoenix,Million,Arizona,9.65,397,10
centralcloseout.com,Business Products & Services,Miami,Million,Florida,9.61,398,4
Uhuru Design,Construction,New York City,Million,New York,9.59,399,10
Corios,Business Products & Services,"Portland, OR",Million,Oregon,9.58,400,4
USTRP,Financial Services,"Kerrville, TX",Million,Texas,9.56,401,9
Tango Card,Software,Seattle,Million,Washington,9.55,402,6
Turbonomic,Software,Boston,Million,Massachusetts,9.54,403,45
Sauce Labs,Software,San Francisco,Million,California,9.52,404,14
Favor TechConsulting,IT Services,"Washington, DC",Million,Virginia,9.49,405,19
Koupon Media,Retail,Dallas,Million,Texas,9.48,406,2
Digital Enterprise,IT Services,Atlanta,Million,Georgia,9.47,407,5
Avertra,IT Services,"Washington, DC",Million,Virginia,9.44,408,9
Fresh Meal Plan,Food & Beverage,Miami,Million,Florida,9.43,409,15
Native Commerce,Consumer Products & Services,Austin,Million,Texas,9.42,410,23
OrderMyGear,Business Products & Services,Dallas,Million,Texas,9.41,411,5
American Passport & Visa International,Travel & Hospitality,"Washington, DC",Million,District of Columbia,9.34,412,3
9Round,Health,"Greenville-Anderson-Mauldin, SC",Million,South Carolina,9.33,413,8
Nutrislice,Food & Beverage,Denver,Million,Colorado,9.28,414,3
Regulated Capital Consultants,Business Products & Services,Atlanta,Million,Georgia,9.28,415,10
Gamma Labs,Health,New York City,Million,New York,9.26,416,8
JEAR Logistics,Logistics & Transportation,"Charleston-North Charleston, SC",Million,South Carolina,9.25,417,43
Harmony Healthcare,Health,Tampa,Million,Florida,9.22,418,40
Strategic Financial Solutions,Financial Services,New York City,Million,New York,9.19,419,38
Pipe View America,Construction,Chicago,Million,Illinois,9.17,420,3
Edward Marc Brands,Food & Beverage,"Pittsburgh, PA",Million,Pennsylvania,9.14,421,24
NextAfter,Advertising & Marketing,Dallas,Million,Texas,9.14,422,3
ConvertMedia,Advertising & Marketing,New York City,Million,New York,9.09,423,19
GQR Global Markets,Human Resources,New York City,Million,New York,9.06,424,8
Boyce Technologies,Manufacturing,New York City,Million,New York,9.05,425,29
AASKI Technology,Engineering,New York City,Million,New Jersey,8.94,426,289
The FDA Group,Health,"Worcester, MA-CT",Million,Massachusetts,8.93,427,5
Discover Video,Media,"New Haven-Milford, CT",Million,Connecticut,8.93,428,3
Kepler Group,Advertising & Marketing,New York City,Million,New York,8.89,429,11
1on1 Development,Software,New York City,Million,New Jersey,8.86,430,3
King Memory,Computer Hardware,"Columbus, OH",Million,Ohio,8.86,431,8
Annmarie Skin Care,Consumer Products & Services,San Francisco,Million,California,8.83,432,6
Prolific Interactive,Advertising & Marketing,New York City,Million,New York,8.82,433,10
Digital Media Solutions,Media,Tampa,Million,Florida,8.81,434,54
Centerspan,Health,New York City,Million,New York,8.8,435,7
Neighbors Health,Health,Houston,Million,Texas,8.77,436,251
SD Bullion,Financial Services,"Adrian, MI",Million,Michigan,8.76,437,60
LiveHelpNow,Software,"Allentown-Bethlehem-Easton, PA-NJ",Million,Pennsylvania,8.73,438,2
Phoenix Loans,Real Estate,Phoenix,Million,Arizona,8.73,439,45
NextNet Partners,IT Services,Phoenix,Million,Arizona,8.69,440,22
Livionex,Health,San Jose,Million,California,8.68,441,3
Be The Change Revolutions,Advertising & Marketing,"Washington, DC",Million,District of Columbia,8.68,442,3
Signature Analytics,Financial Services,San Diego,Million,California,8.66,443,4
Renogy,Consumer Products & Services,"Riverside-San Bernardino-Ontario, CA",Million,California,8.64,444,19
OppLoans,Financial Services,Chicago,Million,Illinois,8.54,445,9
Rant,Media,Los Angeles,Million,California,8.54,446,14
Creative Studio Promotions,Advertising & Marketing,"Grand Rapids-Wyoming, MI",Million,Michigan,8.53,447,2
SoBe Promos,Advertising & Marketing,Miami,Million,Florida,8.52,448,2
Team Forss Realty Group,Real Estate,San Diego,Million,California,8.5,449,4
Revere Capital,Financial Services,Dallas,Million,Texas,8.49,450,23
Sequoia Holdings,Government Services,"Washington, DC",Million,Virginia,8.47,451,6
E2 Optics,Telecommunications,Denver,Million,Colorado,8.47,452,50
GoPole,Consumer Products & Services,New York City,Million,New Jersey,8.47,453,9
Janz,Government Services,"Columbus, OH",Million,Ohio,8.46,454,6
MES,Logistics & Transportation,"Columbus, OH",Million,Ohio,8.46,455,61
FreeForm Agency,Advertising & Marketing,"Tulsa, OK",Million,Oklahoma,8.45,456,2
JCS Consulting Group,IT Services,San Diego,Million,California,8.38,457,3
Flexfire LEDs,Manufacturing,Los Angeles,Million,California,8.32,458,2
Omnibuild,Construction,New York City,Million,New York,8.32,459,172
CULVER EQUIPMENT,Business Products & Services,Phoenix,Million,Arizona,8.29,460,10
Nolan Transportation Group,Logistics & Transportation,Atlanta,Million,Georgia,8.24,461,196
The Hilb Group,Insurance,"Richmond, VA",Million,Virginia,8.2,462,37
Altalena,Food & Beverage,Los Angeles,Million,California,8.19,463,3
Multifamily Utility Company,Real Estate,San Diego,Million,California,8.18,464,12
Ultimate Jet Vacations,Travel & Hospitality,Miami,Million,Florida,8.18,465,18
National Merchants Association,Financial Services,"Riverside-San Bernardino-Ontario, CA",Million,California,8.16,466,19
Moore Heating & Air Conditioning,Construction,"Santa Rosa, CA",Million,California,8.15,467,9
Stay Alfred Vacation Rentals,Travel & Hospitality,"Spokane-Spokane Valley, WA",Million,Washington,8.14,468,13
Redwood Scientific Technologies,Health,Los Angeles,Million,California,8.14,469,5
Totally Joined For Achieving Collaborative Techniques,Government Services,Atlanta,Million,Georgia,8.1,470,4
Sol Systems,Financial Services,"Washington, DC",Million,District of Columbia,8.06,471,58
WeGoLook,Business Products & Services,"Oklahoma City, OK",Million,Oklahoma,8.06,472,3
Stardust Memorials,Retail,"Traverse City, MI",Million,Michigan,8.06,473,3
Owl Computing,IT Services,"Grand Rapids-Wyoming, MI",Million,Michigan,8.05,474,2
Pluralsight,Education,"Ogden-Clearfield, UT",Million,Utah,8,475,108
VETS etc.,IT Services,"Salinas, CA",Million,California,7.99,476,34
SeKON Enterprise,Government Services,"Washington, DC",Million,Virginia,7.98,477,24
Pivot International,Engineering,"Kansas City, MO-KS",Million,Kansas,7.98,478,43
Cynet Systems,IT Services,"Washington, DC",Million,Virginia,7.97,479,31
Wholesale Screening Solutions,Business Products & Services,"Washington, DC",Million,Virginia,7.95,480,32
Jeunesse Global,Consumer Products & Services,"Orlando, FL",Billion,Florida,7.91,481,
Aduro,Health,Seattle,Million,Washington,7.9,482,16
Outdoor Tech,Consumer Products & Services,Los Angeles,Million,California,7.85,483,11
Pay Sell Co.,Software,"Pensacola-Ferry Pass-Brent, FL",Million,Florida,7.83,484,10
HG Data Company,Software,"Santa Maria-Santa Barbara, CA",Million,California,7.79,485,5
Metronome,Government Services,"Washington, DC",Million,Virginia,7.79,486,10
American Retirement Advisors,Financial Services,Phoenix,Million,Arizona,7.79,487,40
SOR Technology,Travel & Hospitality,San Diego,Million,California,7.78,488,33
Sunny Days In-Home Care,Health,"Pittsburgh, PA",Million,Pennsylvania,7.76,489,5
LiveIntent,Advertising & Marketing,New York City,Million,New York,7.76,490,61
Optimum Healthcare IT,Health,"Jacksonville, FL",Million,Florida,7.74,491,99
Lynx Technology Partners,Security,New York City,Million,New York,7.73,492,12
Pneuron,Software,New York City,Million,New York,7.72,493,3
Advantages,Advertising & Marketing,New York City,Million,New York,7.71,494,5
ISSQUARED,IT Services,"Oxnard-Thousand Oaks-Ventura, CA",Million,California,7.71,495,5
MaxHome,Construction,"New Orleans-Metairie, LA",Million,Louisiana,7.71,496,16
S2 IT Group,IT Services,Atlanta,Million,Georgia,7.7,497,4
Cabinets.com,Retail,Tampa,Million,Florida,7.68,498,14
Leota,Retail,New York City,Million,New York,7.58,499,4
Vixxo,Business Products & Services,Phoenix,Million,Arizona,7.58,500,694
Akorbi,Business Products & Services,Dallas,Million,Texas,7.58,501,23
Fizziology,Advertising & Marketing,"Indianapolis, IN",Million,Indiana,7.56,502,3
RealEstateInvestor.com,Real Estate,San Francisco,Million,California,7.52,503,2
ContextMedia,Health,Chicago,Million,Illinois,7.51,504,62
Showroom Logic,Advertising & Marketing,Miami,Million,Florida,7.5,505,34
Wondersauce,Advertising & Marketing,New York City,Million,New York,7.49,506,9
33 Realty,Real Estate,Chicago,Million,Illinois,7.49,507,12
Contently,Advertising & Marketing,New York City,Million,New York,7.49,508,15
Monte Sano Research,Government Services,"Huntsville, AL",Million,Alabama,7.49,509,7
Yeti Coolers,Consumer Products & Services,Austin,Million,Texas,7.48,510,469
Wicked Good Cupcakes,Food & Beverage,Boston,Million,Massachusetts,7.48,511,3
CynergisTek,Security,Austin,Million,Texas,7.46,512,22
Legion Logistics,Logistics & Transportation,Cincinnati,Million,Kentucky,7.44,513,25
Pleasant View Property Services,Construction,"Washington, DC",Million,District of Columbia,7.43,514,4
Side By Side Stuff,Retail,"Kansas City, MO-KS",Million,Missouri,7.42,515,10
ipDatatel,Security,Houston,Million,Texas,7.42,516,13
TeamBuilder Search,Human Resources,"Columbus, OH",Million,Ohio,7.42,517,3
TUNE,Advertising & Marketing,Seattle,Million,Washington,7.41,518,60
Hangar202,Financial Services,Los Angeles,Million,California,7.37,519,3
Twilio,Telecommunications,San Francisco,Million,California,7.36,520,167
Trapp Technology,IT Services,Phoenix,Million,Arizona,7.34,521,7
Tahzoo,Business Products & Services,"Washington, DC",Million,District of Columbia,7.33,522,39
Semihandmade,Consumer Products & Services,Los Angeles,Million,California,7.32,523,4
EAU DE LUXE,Retail,New York City,Million,New York,7.32,524,8
Home Run Media,Advertising & Marketing,Chicago,Million,Illinois,7.31,525,40
Redhorse,Engineering,San Diego,Million,California,7.31,526,39
White Shark Media,Advertising & Marketing,Miami,Million,Florida,7.3,527,7
Goldco Precious Metals,Financial Services,Los Angeles,Million,California,7.29,528,51
MarketBeat,Media,"Sioux Falls, SD",Million,South Dakota,7.29,529,3
Facility Solutions,Construction,"Spartanburg, SC",Million,South Carolina,7.28,530,7
MSB Analytics,Government Services,"Huntsville, AL",Million,Alabama,7.26,531,6
Beneficial Blends,Food & Beverage,Tampa,Million,Florida,7.25,532,5
BarnAllen Technologies,IT Services,"Washington, DC",Million,Maryland,7.23,533,12
Montway Auto Transport,Logistics & Transportation,Chicago,Million,Illinois,7.22,534,25
Sovereign Health Group,Health,Los Angeles,Million,California,7.21,535,75
SolTerra,Real Estate,Seattle,Million,Washington,7.21,536,31
DoubleDutch,Software,San Francisco,Million,California,7.21,537,13
Pierry Software,Advertising & Marketing,San Francisco,Million,California,7.16,538,8
Blue Moon Estate Sales USA,Real Estate,"Raleigh, NC",Million,North Carolina,7.16,539,3
NVision IT,IT Services,"St. Louis, MO-IL",Million,Missouri,7.15,540,6
Product Cloud,Retail,"Milwaukee-Waukesha-West Allis, WI",Million,Wisconsin,7.15,541,10
Hospitology Products,Consumer Products & Services,Chicago,Million,Illinois,7.15,542,11
USA Staffing Services,Business Products & Services,Tampa,Million,Florida,7.15,543,6
LUMINOS LABS,IT Services,Los Angeles,Million,California,7.13,544,4
FranchiseHelp,Business Products & Services,New York City,Million,New York,7.12,545,4
Pillar Properties,Real Estate,Seattle,Million,Washington,7.1,546,30
Truelogic Software,Software,Miami,Million,Florida,7.09,547,3
Saxony Partners,IT Services,Dallas,Million,Texas,7.08,548,8
Bear Down Consulting,Retail,Los Angeles,Million,California,7.06,549,17
Penrod,Software,"Milwaukee-Waukesha-West Allis, WI",Million,Wisconsin,7.04,550,2
Sports 1 Marketing,Advertising & Marketing,Los Angeles,Million,California,7.04,551,5
Valiant Solutions,Government Services,"Washington, DC",Million,District of Columbia,7.04,552,11
TripShock,Travel & Hospitality,"Crestview-Fort Walton Beach-Destin, FL",Million,Florida,7.03,553,3
Fynbosys,IT Services,"Sacramento--Roseville--Arden-Arcade, CA",Million,California,7.01,554,4
Motivational Press,Media,San Diego,Million,California,7.01,555,3
Surge,IT Services,Seattle,Million,Washington,7.01,556,22
OnSite Media Solutions,Business Products & Services,"Summit Park, UT",Million,Utah,7.01,557,9
NinthDecimal,Advertising & Marketing,San Francisco,Million,California,7,558,40
Fitness On Demand,Health,Minneapolis,Million,Minnesota,7,559,3
Veterinary Practice Partners,Health,Philadelphia,Million,Pennsylvania,7,560,24
Alpha Paving Industries,Construction,Austin,Million,Texas,7,561,13
Burgos Group,Government Services,"Albuquerque, NM",Million,New Mexico,6.99,562,12
ORS Partners,Human Resources,Philadelphia,Million,Pennsylvania,6.99,563,6
AcademicWorks,Education,Austin,Million,Texas,6.97,564,5
Weisser Distributing,Retail,"Sioux Falls, SD",Million,South Dakota,6.96,565,23
AdTheorent,Advertising & Marketing,New York City,Million,New York,6.95,566,42
Inent,IT Services,"Riverside-San Bernardino-Ontario, CA",Million,California,6.94,567,2
Muscle Up Marketing,Advertising & Marketing,Atlanta,Million,Georgia,6.91,568,8
edo Interactive,Financial Services,Chicago,Million,Illinois,6.88,569,18
AllScreen,Advertising & Marketing,Los Angeles,Million,California,6.86,570,15
Updox,Software,"Columbus, OH",Million,Ohio,6.86,571,5
FLS Energy,Energy,"Asheville, NC",Million,North Carolina,6.85,572,356
Heritage Group,Environmental Services,"Des Moines-West Des Moines, IA",Million,Iowa,6.83,573,3
Integral Ad Science,Advertising & Marketing,New York City,Million,New York,6.78,574,93
Case Snow Management,Business Products & Services,"Providence-Warwick, RI-MA",Million,Massachusetts,6.78,575,29
BuyerQuest,Software,Cleveland,Million,Ohio,6.77,576,7
Sports Marketing Monterrey,Advertising & Marketing,Dallas,Million,Texas,6.77,577,3
TruEnergy,Energy,Dallas,Million,Texas,6.76,578,6
RM Advisory Services,Government Services,"Washington, DC",Million,Virginia,6.73,579,5
Incedo,IT Services,San Jose,Million,California,6.71,580,28
Direct Radiology,Health,"Coeur d'Alene, ID",Million,Idaho,6.66,581,10
CloudLock,Security,Boston,Million,Massachusetts,6.65,582,13
Strategic Management Decisions,Human Resources,Charlotte,Million,North Carolina,6.64,583,3
Imprenta Communications Group,Advertising & Marketing,Los Angeles,Million,California,6.63,584,19
Sterling Staffing Solutions,Health,Houston,Million,Texas,6.63,585,3
CTEMS,Manufacturing,San Francisco,Million,California,6.62,586,9
Walsingham Group,Government Services,"Fayetteville, NC",Million,North Carolina,6.61,587,6
ShipOffers,Health,Denver,Million,Colorado,6.61,588,8
CB Insights,Software,New York City,Million,New York,6.61,589,7
Sigora Solar,Energy,"Staunton-Waynesboro, VA",Million,Virginia,6.61,590,5
GetVoIP,IT Services,New York City,Million,New York,6.61,591,2
